SEASON,DATASOURCE,GEAR_TYPE,CRPT_LOGBOOK_NO,LOGBOOK,DATE_CAPTURED,CRPT_ID,FE_ID,MGMT_AREA,SPECIES_CDE,SPECIES_COMMON_NME,CATCH_QTY,KEPT_REL
2002,LOGBOOK,Commercial SALMON TROLL,T20156,,2002-08-13 00:00:00,212295,274058,102,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20156,,2002-09-01 00:00:00,212308,274071,101,044,SPINY DOGFISH,23,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20156,,2002-09-02 00:00:00,212309,274072,101,044,SPINY DOGFISH,5,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20159,,2002-05-21 00:00:00,223781,289408,123,044,SPINY DOGFISH,4,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20159,,2002-05-22 00:00:00,223782,289409,123,044,SPINY DOGFISH,4,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20160,,2002-05-20 00:00:00,222468,288002,123,044,SPINY DOGFISH,4,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20160,,2002-05-21 00:00:00,222469,288003,123,044,SPINY DOGFISH,8,RELEASED
2002,PHONE-IN,Commercial SALMON TROLL,T20165,,2002-05-11 00:00:00,74612,81018,123,044,SPINY DOGFISH,1,RELEASED
2002,PHONE-IN,Commercial SALMON TROLL,T20168,,2002-05-20 00:00:00,75586,83197,123,044,SPINY DOGFISH,9,RELEASED
2002,PHONE-IN,Commercial SALMON TROLL,T20168,,2002-05-21 00:00:00,75697,83322,123,044,SPINY DOGFISH,10,RELEASED
2002,PHONE-IN,Commercial SALMON TROLL,T20168,,2002-05-25 00:00:00,76282,84329,123,044,SPINY DOGFISH,11,RELEASED
2002,PHONE-IN,Commercial SALMON TROLL,T20168,,2002-05-26 00:00:00,76359,84409,123,044,SPINY DOGFISH,6,RELEASED
2002,PHONE-IN,Commercial SALMON TROLL,T20168,,2002-05-27 00:00:00,76538,85004,123,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20182,,2002-05-21 00:00:00,219794,285245,125,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20183,,2002-08-03 00:00:00,219448,284889,18,044,SPINY DOGFISH,5,RELEASED
2002,PHONE-IN,Commercial SALMON TROLL,T20226,,2002-08-05 00:00:00,94274,107170,13,044,SPINY DOGFISH,2,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20235,,2002-08-03 00:00:00,209832,271118,18,044,SPINY DOGFISH,2,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20236,,2002-08-29 00:00:00,208969,270102,13,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20237,,2002-08-03 00:00:00,216674,281569,18,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20239,,2002-07-29 00:00:00,223731,289356,125,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20242,,2002-07-29 00:00:00,213481,275646,125,044,SPINY DOGFISH,3,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20242,,2002-07-30 00:00:00,213482,275647,125,044,SPINY DOGFISH,5,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20251,,2002-08-04 00:00:00,213223,275382,18,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20252,,2002-08-03 00:00:00,220679,286173,18,044,SPINY DOGFISH,2,RELEASED
2002,PHONE-IN,Commercial SALMON TROLL,T20253,,2002-08-03 00:00:00,92210,104978,18,044,SPINY DOGFISH,2,RELEASED
2002,PHONE-IN,Commercial SALMON TROLL,T20253,,2002-08-05 00:00:00,92213,104981,18,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20255,,2002-08-10 00:00:00,219343,284775,13,044,SPINY DOGFISH,2,RELEASED
2002,PHONE-IN,Commercial SALMON TROLL,T20257,,2002-08-05 00:00:00,91612,104347,18,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20263,,2002-07-31 00:00:00,210262,271553,13,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20263,,2002-08-05 00:00:00,210265,271556,18,044,SPINY DOGFISH,2,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20274,,2002-09-01 00:00:00,211564,273155,3,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20274,,2002-09-02 00:00:00,211565,273156,3,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20276,,2002-06-02 00:00:00,218662,284063,126,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20279,,2002-05-20 00:00:00,211178,272768,123,044,SPINY DOGFISH,31,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20279,,2002-05-21 00:00:00,211179,272769,123,044,SPINY DOGFISH,13,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20280,,2002-05-26 00:00:00,210811,272395,125,044,SPINY DOGFISH,14,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20280,,2002-06-12 00:00:00,210817,272401,125,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20280,,2002-06-15 00:00:00,210819,272403,125,044,SPINY DOGFISH,15,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20280,,2002-06-16 00:00:00,210820,272404,125,044,SPINY DOGFISH,11,RELEASED
2002,PHONE-IN,Commercial SALMON TROLL,T20282,,2002-05-21 00:00:00,75673,83300,125,044,SPINY DOGFISH,2,RELEASED
2002,PHONE-IN,Commercial SALMON TROLL,T20282,,2002-06-08 00:00:00,77798,86577,125,044,SPINY DOGFISH,1,RELEASED
2002,PHONE-IN,Commercial SALMON TROLL,T20282,,2002-06-13 00:00:00,78866,88999,125,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20284,,2002-05-20 00:00:00,209473,270736,123,044,SPINY DOGFISH,15,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20284,,2002-05-21 00:00:00,209474,270737,123,044,SPINY DOGFISH,21,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20284,,2002-05-22 00:00:00,209475,270738,123,044,SPINY DOGFISH,4,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20284,,2002-05-23 00:00:00,209476,270739,123,044,SPINY DOGFISH,4,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20285,,2002-05-17 00:00:00,211830,273435,124,044,SPINY DOGFISH,2,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20285,,2002-05-18 00:00:00,211831,273436,123,044,SPINY DOGFISH,5,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20285,,2002-05-20 00:00:00,211833,273438,123,044,SPINY DOGFISH,25,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20285,,2002-05-21 00:00:00,211834,273439,123,044,SPINY DOGFISH,21,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20286,,2002-05-21 00:00:00,223342,288959,125,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20286,,2002-05-23 00:00:00,223343,288960,126,044,SPINY DOGFISH,3,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20286,,2002-05-24 00:00:00,223344,288961,126,044,SPINY DOGFISH,2,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20294,,2002-05-18 00:00:00,212153,273864,123,044,SPINY DOGFISH,3,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20294,,2002-05-19 00:00:00,212154,273865,123,044,SPINY DOGFISH,8,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20294,,2002-05-20 00:00:00,212155,273866,123,044,SPINY DOGFISH,30,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20294,,2002-05-21 00:00:00,212156,273867,123,044,SPINY DOGFISH,29,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20294,,2002-05-22 00:00:00,212157,273868,123,044,SPINY DOGFISH,22,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20294,,2002-05-23 00:00:00,212158,273869,123,044,SPINY DOGFISH,12,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20294,,2002-05-29 00:00:00,212159,273870,123,044,SPINY DOGFISH,30,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20294,,2002-05-30 00:00:00,212160,273871,123,044,SPINY DOGFISH,33,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20294,,2002-05-31 00:00:00,212161,273872,123,044,SPINY DOGFISH,50,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20294,,2002-08-18 00:00:00,212178,273889,123,044,SPINY DOGFISH,9,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20294,,2002-08-19 00:00:00,212179,273890,123,044,SPINY DOGFISH,14,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20302,,2002-05-21 00:00:00,212808,274910,123,044,SPINY DOGFISH,15,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20302,,2002-05-22 00:00:00,212809,274911,123,044,SPINY DOGFISH,10,RELEASED
2002,PHONE-IN,Commercial SALMON TROLL,T20302,,2002-05-29 00:00:00,76833,85330,123,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20302,,2002-06-13 00:00:00,212820,274922,123,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20302,,2002-06-14 00:00:00,212821,274923,123,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20302,,2002-06-15 00:00:00,212822,274924,123,044,SPINY DOGFISH,2,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20302,,2002-06-18 00:00:00,212824,274926,123,044,SPINY DOGFISH,2,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20302,,2002-06-20 00:00:00,212825,274927,123,044,SPINY DOGFISH,4,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20346,,2002-08-05 00:00:00,222682,288220,12,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20348,,2002-05-20 00:00:00,220699,286195,123,044,SPINY DOGFISH,25,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20348,,2002-05-21 00:00:00,220700,286196,123,044,SPINY DOGFISH,10,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20348,,2002-05-21 00:00:00,220700,286236,123,044,SPINY DOGFISH,8,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20348,,2002-05-22 00:00:00,220701,286197,123,044,SPINY DOGFISH,40,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20348,,2002-05-23 00:00:00,220702,286198,123,044,SPINY DOGFISH,25,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20348,,2002-05-24 00:00:00,220703,286199,123,044,SPINY DOGFISH,30,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20348,,2002-05-29 00:00:00,220704,286200,123,044,SPINY DOGFISH,2,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20348,,2002-05-30 00:00:00,220705,286201,123,044,SPINY DOGFISH,15,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20348,,2002-07-29 00:00:00,220721,286219,124,044,SPINY DOGFISH,2,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20348,,2002-07-29 00:00:00,220721,286218,125,044,SPINY DOGFISH,3,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20350,,2002-05-22 00:00:00,219186,284607,123,044,SPINY DOGFISH,10,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20350,,2002-05-29 00:00:00,219189,284610,123,044,SPINY DOGFISH,6,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20350,,2002-05-30 00:00:00,219190,284611,123,044,SPINY DOGFISH,20,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20375,,2002-08-05 00:00:00,211746,273348,13,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20375,,2002-08-29 00:00:00,211748,273350,13,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20375,,2002-08-30 00:00:00,211749,273352,13,044,SPINY DOGFISH,2,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20390,,2002-08-04 00:00:00,222625,288162,18,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20390,,2002-08-05 00:00:00,222626,288163,18,044,SPINY DOGFISH,3,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20390,,2002-08-11 00:00:00,222628,288165,13,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20390,,2002-08-29 00:00:00,222629,288167,13,044,SPINY DOGFISH,1,RELEASED
2002,PHONE-IN,Commercial SALMON TROLL,T20394,,2002-09-08 00:00:00,102426,117053,101,044,SPINY DOGFISH,1,KEPT
2002,LOGBOOK,Commercial SALMON TROLL,T20396,,2002-08-28 00:00:00,198110,253389,3,044,SPINY DOGFISH,3,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20396,,2002-08-29 00:00:00,198111,253390,3,044,SPINY DOGFISH,5,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20396,,2002-08-30 00:00:00,198112,253391,3,044,SPINY DOGFISH,2,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20396,,2002-08-31 00:00:00,198113,253392,3,044,SPINY DOGFISH,2,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20396,,2002-09-01 00:00:00,198114,253393,3,044,SPINY DOGFISH,2,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20396,,2002-09-17 00:00:00,198126,253405,101,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20396,,2002-09-20 00:00:00,198127,253406,101,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20412,,2002-08-16 00:00:00,222810,288350,105,044,SPINY DOGFISH,3,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20412,,2002-08-17 00:00:00,222811,288351,105,044,SPINY DOGFISH,3,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20415,,2002-05-20 00:00:00,222423,287954,123,044,SPINY DOGFISH,9,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20415,,2002-05-21 00:00:00,222424,287955,123,044,SPINY DOGFISH,13,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20415,,2002-05-22 00:00:00,222425,287956,123,044,SPINY DOGFISH,4,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20415,,2002-05-23 00:00:00,222426,287957,123,044,SPINY DOGFISH,8,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20415,,2002-05-25 00:00:00,222428,287959,123,044,SPINY DOGFISH,3,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20415,,2002-06-05 00:00:00,222433,287964,123,044,SPINY DOGFISH,3,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20419,,2002-05-20 00:00:00,224618,290260,123,044,SPINY DOGFISH,7,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20419,,2002-05-21 00:00:00,224619,290261,123,044,SPINY DOGFISH,11,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20419,,2002-05-30 00:00:00,224622,290264,123,044,SPINY DOGFISH,4,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20419,,2002-05-31 00:00:00,224623,290265,123,044,SPINY DOGFISH,5,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20422,,2002-08-10 00:00:00,225236,290888,18,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20425,,2002-08-03 00:00:00,224782,290425,18,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20425,,2002-08-04 00:00:00,224783,290426,18,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20431,,2002-08-03 00:00:00,224569,290211,18,044,SPINY DOGFISH,3,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20437,,2002-07-30 00:00:00,218937,284348,13,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20437,,2002-08-03 00:00:00,218939,284350,18,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20437,,2002-08-11 00:00:00,218943,284354,13,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20437,,2002-08-29 00:00:00,218944,284355,13,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20452,,2002-10-11 00:00:00,213298,275459,13,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20476,,2002-08-02 00:00:00,213309,275470,125,044,SPINY DOGFISH,2,RELEASED
2002,PHONE-IN,Commercial SALMON TROLL,T20493,,2002-06-13 00:00:00,78675,88808,123,044,SPINY DOGFISH,14,RELEASED
2002,PHONE-IN,Commercial SALMON TROLL,T20493,,2002-06-14 00:00:00,78826,88960,123,044,SPINY DOGFISH,25,RELEASED
2002,PHONE-IN,Commercial SALMON TROLL,T20493,,2002-06-15 00:00:00,78881,89016,123,044,SPINY DOGFISH,40,RELEASED
2002,PHONE-IN,Commercial SALMON TROLL,T20493,,2002-06-16 00:00:00,78928,89061,123,044,SPINY DOGFISH,25,RELEASED
2002,PHONE-IN,Commercial SALMON TROLL,T20493,,2002-06-18 00:00:00,79180,89500,123,044,SPINY DOGFISH,24,RELEASED
2002,PHONE-IN,Commercial SALMON TROLL,T20493,,2002-06-19 00:00:00,79600,89985,123,044,SPINY DOGFISH,17,RELEASED
2002,PHONE-IN,Commercial SALMON TROLL,T20493,,2002-06-20 00:00:00,79839,90329,123,044,SPINY DOGFISH,31,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20495,,2002-07-30 00:00:00,213182,275341,12,044,SPINY DOGFISH,4,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20495,,2002-08-03 00:00:00,213184,275343,18,044,SPINY DOGFISH,1,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20495,,2002-08-11 00:00:00,213188,275347,13,044,SPINY DOGFISH,2,RELEASED
2002,LOGBOOK,Commercial SALMON TROLL,T20499,,2002-08-11 00:00:00,215133,278954,18,044,SPINY DOGFISH,1,RELEASED
2002,PHONE-IN,Commercial SALMON TROLL,T20500,,2002-07-28 00:00:00,88607,101148,125,044,SPINY DOGFISH,1,KEPT
2003,PHONE-IN,Commercial SALMON GILL NET,G32003,,2003-07-08 00:00:00,120825,142792,23,044,SPINY DOGFISH,40,RELEASED
2003,PHONE-IN,Commercial SALMON GILL NET,G32003,,2003-07-09 00:00:00,120826,142793,23,044,SPINY DOGFISH,20,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32007,,2003-06-23 00:00:00,236037,304758,3,044,SPINY DOGFISH,22,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32007,,2003-07-25 00:00:00,236053,304774,3,044,SPINY DOGFISH,12,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32007,,2003-08-01 00:00:00,236030,304751,12,044,SPINY DOGFISH,1,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32007,,2003-09-29 00:00:00,236025,304746,25,044,SPINY DOGFISH,2,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32007,,2003-10-06 00:00:00,236028,304749,25,044,SPINY DOGFISH,2,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32010,,2003-06-10 00:00:00,235741,304461,23,044,SPINY DOGFISH,2,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32010,,2003-06-24 00:00:00,235743,304463,23,044,SPINY DOGFISH,5,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32010,,2003-07-01 00:00:00,235744,304464,23,044,SPINY DOGFISH,5,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32010,,2003-09-20 00:00:00,235768,304488,13,044,SPINY DOGFISH,133,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32010,,2003-09-21 00:00:00,235769,304489,13,044,SPINY DOGFISH,2,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32012,,2003-06-10 00:00:00,254222,323924,23,044,SPINY DOGFISH,4,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32018,,2003-07-08 00:00:00,253286,322954,23,044,SPINY DOGFISH,1,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32018,,2003-08-01 00:00:00,253294,322962,12,044,SPINY DOGFISH,31,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32020,,2003-07-31 00:00:00,234623,303340,12,044,SPINY DOGFISH,4,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32020,,2003-08-01 00:00:00,234624,303341,12,044,SPINY DOGFISH,5,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32020,,2003-08-02 00:00:00,234625,303342,12,044,SPINY DOGFISH,2,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32020,,2003-08-06 00:00:00,234626,303343,12,044,SPINY DOGFISH,19,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32020,,2003-08-07 00:00:00,234627,303344,12,044,SPINY DOGFISH,5,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32020,,2003-08-25 00:00:00,234632,303349,25,044,SPINY DOGFISH,2,KEPT
2003,LOGBOOK,Commercial SALMON GILL NET,G32020,,2003-08-26 00:00:00,234633,303350,25,044,SPINY DOGFISH,1,KEPT
2003,LOGBOOK,Commercial SALMON GILL NET,G32020,,2003-09-29 00:00:00,234634,303351,25,044,SPINY DOGFISH,8,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32020,,2003-09-30 00:00:00,234635,303352,25,044,SPINY DOGFISH,5,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32020,,2003-10-01 00:00:00,234636,303353,25,044,SPINY DOGFISH,8,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32020,,2003-10-06 00:00:00,234637,303354,25,044,SPINY DOGFISH,2,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32020,,2003-10-07 00:00:00,234638,303355,25,044,SPINY DOGFISH,3,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32020,,2003-11-03 00:00:00,234649,303366,14,044,SPINY DOGFISH,1,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32020,,2003-11-04 00:00:00,234650,303367,14,044,SPINY DOGFISH,2,KEPT
2003,LOGBOOK,Commercial SALMON GILL NET,G32021,,2003-07-25 00:00:00,246985,316356,3,044,SPINY DOGFISH,2,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32025,,2003-09-23 00:00:00,253308,322976,25,044,SPINY DOGFISH,2,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32025,,2003-09-29 00:00:00,253310,322978,25,044,SPINY DOGFISH,100,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32025,,2003-09-30 00:00:00,253311,322979,25,044,SPINY DOGFISH,3,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32025,,2003-10-01 00:00:00,253312,322980,25,044,SPINY DOGFISH,5,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32025,,2003-10-06 00:00:00,253313,322981,25,044,SPINY DOGFISH,2,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32027,,2003-07-23 00:00:00,253334,323002,4,044,SPINY DOGFISH,1,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32038,,2003-08-06 00:00:00,302061,378701,12,044,SPINY DOGFISH,2,RELEASED
2003,PHONE-IN,Commercial SALMON GILL NET,G32043,,2003-07-31 00:00:00,128257,150742,12,044,SPINY DOGFISH,12,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32051,,2003-07-01 00:00:00,235887,304608,23,044,SPINY DOGFISH,20,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32051,,2003-07-22 00:00:00,235896,304617,3,044,SPINY DOGFISH,6,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32051,,2003-07-23 00:00:00,235897,304618,4,044,SPINY DOGFISH,2,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32051,,2003-07-25 00:00:00,235898,304619,3,044,SPINY DOGFISH,14,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32051,,2003-07-28 00:00:00,235899,304620,7,044,SPINY DOGFISH,2,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32056,,2003-08-13 00:00:00,243465,312605,29,044,SPINY DOGFISH,2,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32059,,2003-09-23 00:00:00,238695,307551,25,044,SPINY DOGFISH,15,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32059,,2003-09-24 00:00:00,238696,307552,25,044,SPINY DOGFISH,1,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32060,,2003-07-08 00:00:00,245300,314553,23,044,SPINY DOGFISH,20,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32060,,2003-08-05 00:00:00,245310,314563,29,044,SPINY DOGFISH,60,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32060,,2003-09-23 00:00:00,245314,314568,25,044,SPINY DOGFISH,2,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32060,,2003-09-24 00:00:00,245315,314569,25,044,SPINY DOGFISH,70,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32060,,2003-09-29 00:00:00,245316,314570,25,044,SPINY DOGFISH,7,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32060,,2003-10-01 00:00:00,245318,314572,25,044,SPINY DOGFISH,7,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32060,,2003-10-07 00:00:00,245320,314574,25,044,SPINY DOGFISH,2,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32064,,2003-08-02 00:00:00,253421,323091,12,044,SPINY DOGFISH,2,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32064,,2003-08-06 00:00:00,253422,323092,12,044,SPINY DOGFISH,5,RELEASED
2003,LOGBOOK,Commercial SALMON GILL NET,G32065,,2003-07-13 00:00:00,253479,323151,4,044,SPINY DOGFISH,1,KEPT
2003,LOGBOOK,Commercial SALMON GILL NET,G32065,,2003-08-01 00:00:00,253484,323156,12,044,SPINY DOGFISH,6,RELEASED
2003,PHONE-IN,Commercial SALMON GILL NET,G32066,,2003-08-02 00:00:00,128078,150559,12,044,SPINY DOGFISH,10,KEPT
2003,LOGBOOK,Commercial SALMON GILL NET,G32071,,2003-08-06 00:00:00,255421,325121,12,044,SPINY DOGFISH,30,RELEASED
